row_id,book_title,book_author,book_publication_year,film_title,movie_release_year,release_period,genre_bucket,match_confidence,fiction_work_raw,film_adaptation_raw,source_page_url,book_avg_rating,book_ratings_count,book_reviews_count,book_page_count,book_series_indicator,book_description,book_description_length,goodreads_match_title,goodreads_match_score,movie_release_month,runtime_minutes,mpaa_rating,distributor,movie_genre_raw,imdb_vote_count,imdb_rating,top_500_box_office
166,The BFG,Roald Dahl,1982,The BFG,2016,2015_2019,Family_Children_YA,medium,"The BFG (1982), Roald Dahl",The BFG (2016),"https://en.wikipedia.org/wiki/List_of_fiction_works_made_into_feature_films_(0%E2%80%939,_A%E2%80%93C)",,,,,,,,,0,6.0,117.0,PG,Walt Disney Studios Motion Pictures | Lionsgate Canada,"Adventure,Family,Fantasy",98984.0,6.3,0
167,Charlie and the Chocolate Factory,Roald Dahl,1964,Wonka,2023,2020_2024,Family_Children_YA,medium,"Charlie and the Chocolate Factory (1964), Roald Dahl",Wonka (2023),"https://en.wikipedia.org/wiki/List_of_fiction_works_made_into_feature_films_(0%E2%80%939,_A%E2%80%93C)",4.11,975.0,66.0,161.0,1.0,"""The Adventures of Four Nasty Children and Our Hero with Mr. Willy Wonka and His Famous Candy Plant""Roald Dahl. Charlie and the Chocolate Factory. New York: Alfred A. Knopf, [1964].
First edition (the American edition preceded the English edition by three years), first issue (with the six-line colophon). Octavo. 161 pages. Illustrated by Joseph Schindelman
When Charlie Bucket finds himself the proud winner of a Golden Ticket in a chocolate bar, he knows he has the greatest treat in the world in store for him. Join Charlie on his fantastic world-famous adventures in Willy Wonka's miraculous chocolate factory, where he sees strawberry-juice water pistols, luminous lollipops, a chocolate river, and rainbow drops and has the time of his life.Performed by Eric Idle.",771.0,Charlie and the Chocolate Factory,100,12.0,116.0,PG,Warner Bros. Entertainment | InterCom | Warner Bros. Pictures,"Adventure,Comedy,Family",191530.0,6.9,1
168,The Outsiders,S. E. Hinton,1967,The Outsiders,1983,1980_1984,Family_Children_YA,medium,"The Outsiders (1967), S. E. Hinton",The Outsiders (1983),https://en.wikipedia.org/wiki/List_of_fiction_works_made_into_feature_films_(K%E2%80%93R),4.06,673887.0,21324.0,192.0,0.0,"According to Ponyboy, there are two kinds of people in the world: greasers and socs. A soc (short for ""social"") has money, can get away with just about anything, and has an attitude longer than a limousine. A greaser, on the other hand, always lives on the outside and needs to watch his back. Ponyboy is a greaser, and he's always been proud of it, even willing to rumble against a gang of socs for the sake of his fellow greasers--until one terrible night when his friend Johnny kills a soc. The murder gets under Ponyboy's skin, causing his bifurcated world to crumble and teaching him that pain feels the same whether a soc or a greaser.",641.0,The Outsiders,100,3.0,91.0,PG,Warner Bros. Entertainment | Netflix,"Crime,Drama",108830.0,7.0,0
169,Family Business,Vincent Patrick,1985,Family Business,1989,1985_1989,Family_Children_YA,medium,"Family Business (1985), Vincent Patrick",Family Business (1989),https://en.wikipedia.org/wiki/List_of_fiction_works_made_into_feature_films_(D%E2%80%93J),4.43,219.0,10.0,,1.0,"By day, the Duncans are an upstanding family who run a thriving car dealership in Queens. By night, they live a dangerous secret life! Carl Weber and Eric Pete deliver a thrilling underworld drama in The Family Business. L.C. Duncan, patriarch of the family, is at the age when he s starting to think about retirement in sunny Florida. But the recession is taking a bite out of the business and, worrying more, he has to decide which of his children should take over. When his workaholic son Orlando gets the nod, Orlando s siblings including the favorite son Vegas, conniving daughter London, glamorous party girl Paris and flamboyant nightclub owner Rio are up in arms. But so are the Zunigas, a rival family whose fragile business alliance with the Duncans may explode at any moment. When Vegas suddenly breaks away from the family, London s lawyer husband, Harris, makes a play for the company and all hell breaks loose. Selling cars, it turns out, is only a small part of the Duncans family business. Each member of the family has a secret expertise to reveal. And now, under siege from the Mafia, Mexican drug cartels and the Zunigas, the Duncans will have to stick together or die separately!""",1200.0,The Family Business,100,12.0,110.0,R,TriStar Pictures | Netflix,"Crime,Drama",14867.0,5.8,0
170,Wonder Boys,Michael Chabon,1995,Wonder Boys,2000,2000_2004,Family_Children_YA,medium,"Wonder Boys (1995), Michael Chabon",Wonder Boys (2000),https://en.wikipedia.org/wiki/List_of_fiction_works_made_into_feature_films_(S%E2%80%93Z),3.93,24688.0,1170.0,383.0,0.0,"In his first novel since The Mysteries of Pittsburgh, Chabon presents a hilarious and heartbreaking work--the story of the friendship between the ""wonder boys""--Grady, an aging writer who has lost his way, and Crabtree, whose relentless debauchery is capsizing his career.",272.0,Wonder Boys,100,2.0,107.0,R,Paramount Pictures | Netflix,"Comedy,Drama",68893.0,7.2,0
171,Charlotte's Web,E. B. White,1952,Charlotte's Web,2006,2005_2009,Family_Children_YA,medium,"Charlotte's Web (1952), E. B. White",Charlotte's Web (2006),"https://en.wikipedia.org/wiki/List_of_fiction_works_made_into_feature_films_(0%E2%80%939,_A%E2%80%93C)",4.15,2161.0,44.0,,0.0,"""I don't want to die!
Save me, somebody!
Save me!""
The tale of how a little girl named Fern, with the help of a friendly spider, saved her pig Wilbur from the usual fate of nice fat little pigs.
(From Puffin Books)
An affectionate pig named Wilbur befriends a spider named Charlotte, who lives in the rafters above his pen. In this story of friendship, hardship, and the passing on into time, White reminds readers to open their eyes to the wonder and miracle found in the simplest of things.",492.0,Charlotte's Web,100,12.0,97.0,G,Paramount Pictures,"Adventure,Comedy,Family",49733.0,6.3,0
172,The Adventures of Pinocchio,Carlo Collodi,1883,Pinocchio: A True Story,2022,2020_2024,Family_Children_YA,medium,"The Adventures of Pinocchio (Italian: Le avventure di Pinocchio. Storia di un burattino) (1883), Carlo Collodi",Pinocchio: A True Story (2022),"https://en.wikipedia.org/wiki/List_of_fiction_works_made_into_feature_films_(0%E2%80%939,_A%E2%80%93C)",3.86,279.0,11.0,132.0,0.0,"The old wood-carver Geppetto decides to make a wonderful puppet which can dance & turn somersaults, but by chance he chooses an unusual piece of wood. The finished puppet can talk & misbehave like the liveliest child. But Pinocchio is brave & inquisitive as well as naughty. After some hair-raising adventures, he earns his heart's desire.",339.0,Adventures of Pinocchio,100,12.0,94.0,PG,,"Animation,Family,Fantasy",2008.0,3.2,0
173,The Children of Men,P. D. James,1992,Children of Men,2006,2005_2009,Family_Children_YA,medium,"The Children of Men (1992), P. D. James",Children of Men (2006),"https://en.wikipedia.org/wiki/List_of_fiction_works_made_into_feature_films_(0%E2%80%939,_A%E2%80%93C)",3.69,28529.0,1789.0,,0.0,"In the year 2021, the world is a bleak place where all human males have become sterile, and no child can ever be born again. Civilization is giving way to cruelty and despair, and historian Theo Faron has nearly resigned himself to apathy. Then he is asked to join a band of revolutionaries--a move that may hold the key to humanity's survival.",344.0,The Children of Men,100,9.0,109.0,R,Netflix | UIP-Dunafilm,"Drama,Sci-Fi,Thriller",563208.0,7.9,0
174,Raise the Titanic!,Clive Cussler,1976,Raise the Titanic,1980,1980_1984,Action_Adventure,medium,"Raise the Titanic! (1976), Clive Cussler",Raise the Titanic (1980),https://en.wikipedia.org/wiki/List_of_fiction_works_made_into_feature_films_(K%E2%80%93R),3.96,722.0,22.0,,1.0,,0.0,Raise The Titanic!,100,8.0,115.0,PG,ITC Entertainment,"Action,Adventure,Drama",6116.0,5.2,0
175,Vision Quest,Terry Davis,1979,Vision Quest,1985,1985_1989,Action_Adventure,medium,"Vision Quest (1979), Terry Davis",Vision Quest (1985),https://en.wikipedia.org/wiki/List_of_fiction_works_made_into_feature_films_(S%E2%80%93Z),3.45,58.0,8.0,,0.0,"When Arik Beltran checks into a hotel on business, he expects the tedium of unfamiliar beds and boring meetings. He expects to meet a financial client and be home before the solitude of being a stranger in a mundane land becomes too much to bear.
Instead Arik finds Blaze: a mysterious man with an inner fire that lives up to the name. Nothing in Arik's life, not his deranged father nor even his faint brushes with the magic only Arik can see in the woven web of life could have prepared Arik for the man in the hotel lobby who casually invites Arik to room 1109 for late night ... well, anything at all.
Blaze Zaituc, on the other hand, knows exactly who Arik is and what Arik needs: Blaze. He has crossed land and sea to find the man who has appeared in Blaze's Visions as the next target in the Quest that comprises Blaze's life. Arik is someone for whom the Universe has plans, and Blaze must make sure Arik complies. Or else.
Unaware of the lives and risks hanging in the balance, Arik untangles himself from the sheets in the silent hours of the morning. He wonders if he will find the door to 1109 open and waiting. He's not a risk taker, but this one time, just this once, maybe he'll take a chance...
And seal both his and Blaze's destinies forever.
Note that this book is a free read offered by Less Than Three Press. We are working to price match this book to the $0.00 price offered at other retail locations. All proceeds from this book before Amazon matches the price will be donated to The Point Foundation, an LGBT scholarship foundation that provides financial support to at-risk gay and lesbian students.",1623.0,Vision Quest,100,2.0,107.0,R,Warner Bros. Entertainment,"Drama,Romance,Sport",11617.0,6.7,0
176,Captain Blood: His Odyssey,Rafael Sabatini,1922,Odyssey of Captain Blood,1991,1990_1994,Action_Adventure,medium,"Captain Blood: His Odyssey (1922), Rafael Sabatini",Odyssey of Captain Blood (1991),"https://en.wikipedia.org/wiki/List_of_fiction_works_made_into_feature_films_(0%E2%80%939,_A%E2%80%93C)",,,,,,,,,0,,,,,,,,0
177,A Soldier's Daughter Never Cries,Kaylie Jones,1990,A Soldier's Daughter Never Cries,1998,1995_1999,Action_Adventure,medium,"A Soldier's Daughter Never Cries (1990), Kaylie Jones",A Soldier's Daughter Never Cries (1998),https://en.wikipedia.org/wiki/List_of_fiction_works_made_into_feature_films_(S%E2%80%93Z),4.38,48.0,8.0,,0.0,,0.0,The Soldier's Daughter,75,9.0,127.0,R,October Films,Drama,2557.0,6.8,0
178,Battle Royale,Koushun Takami,1999,Battle Royale,2000,2000_2004,Action_Adventure,medium,"Battle Royale (バトル・ロワイアル, Batoru Rowaiaru) (1999), Koushun Takami",Battle Royale (2000),"https://en.wikipedia.org/wiki/List_of_fiction_works_made_into_feature_films_(0%E2%80%939,_A%E2%80%93C)",4.24,36373.0,2976.0,617.0,0.0,"Koushun Takami's notorious high-octane thriller is based on an irresistible premise: a class of junior high school students is taken to a deserted island where, as part of a ruthless authoritarian program, they are provided arms and forced to kill one another until only one survivor is left standing. Criticized as violent exploitation when first published in Japan - where it then proceeded to become a runaway bestseller - Battle Royale is a Lord of the Flies for the 21st century, a potent allegory of what it means to be young and (barely) alive in a dog-eat-dog world. Made into a controversial hit movie of the same name, Battle Royale is already a contemporary Japanese pulp classic, now available for the first time in the English language.",749.0,Battle Royale,100,12.0,114.0,NR,Netflix | Toei Company,"Action,Drama,Thriller",206424.0,7.5,0
179,Derailed,James Siegel,2003,Derailed,2005,2005_2009,Action_Adventure,medium,"Derailed (2003), James Siegel",Derailed (2005),https://en.wikipedia.org/wiki/List_of_fiction_works_made_into_feature_films_(D%E2%80%93J),3.77,1612.0,161.0,,0.0,"Advertising director Charles Schine is just another New York commuter, regularly catching the 8.43 to work. But the day he misses his train is the day that changes his life. Catching the 9.05 instead, he can't help but be drawn by the sight of the person opposite. Charles has never cheated on his wife in eighteen years of marriage. But then Charles has never met anyone like Lucinda Harris before. Charming, beautiful and a seductively good listener, Charles finds himself instantly attracted. And though Lucinda is married too, it is immediately apparent that the feeling is mutual. Their journeys into work become lunch dates, which become cocktails and eventually lead to a rented room in a seedy hotel. They both know the risks they are taking, but not in their worst nightmares could they foresee what is to follow. Suddenly their temptation turns horrifically sour, and their illicit liaison becomes caught up in something bigger, more dangerous, more brutally violent. Unable to talk to his partner or the police, Charles finds himself trapped in a world of dark conspiracy and psychological games. Somehow he's got to find a way to fight back, or his entire life will be spectacularly derailed for good.",1213.0,Derailed,100,11.0,108.0,R,Netflix | Fórum Hungary | Disney+,"Crime,Drama,Thriller",78815.0,6.6,0
180,Headhunters,Jules Bass,2001,Monte Carlo,2011,2010_2014,Action_Adventure,medium,"Headhunters (2001), Jules Bass",Monte Carlo (2011),https://en.wikipedia.org/wiki/List_of_fiction_works_made_into_feature_films_(D%E2%80%93J),3.79,978.0,98.0,384.0,0.0,"Roger Brown le sait, il est le meilleur chasseur de tetes de Norvege. Utilisant les questionnaires du FBI, il fait subir aux candidats de veritables interrogatoires et ne laisse aucune place au hasard. Mais Roger a une faiblesse : sa splendide femme, Diana, qui lui coute tres cher... Voiture de luxe, vetements de marque, loft immense, galerie d'art et vernissages au champagne, rien n'est trop beau pour elle. Pour financer sa vie privee, il derobe avec l'aide d'un complice des toiles de maitres chez ses clients. Mais le jour ou il decide de voler un Rubens a Clas Greve, pourtant le profil du parfait pigeon, les choses se gatent. De chasseur, Brown devient la proie et le pigeon se revele etre un terrible predateur...",724.0,Headhunters,100,7.0,109.0,PG,20th Century Studios | Netflix,"Adventure,Comedy,Family",52106.0,5.8,0
181,Starship Troopers,Robert A. Heinlein,1959,Starship Troopers: Traitor of Mars,2017,2015_2019,Action_Adventure,medium,"Starship Troopers (1959), Robert A. Heinlein",Starship Troopers: Traitor of Mars (2017),https://en.wikipedia.org/wiki/List_of_fiction_works_made_into_feature_films_(S%E2%80%93Z),3.99,510.0,9.0,,0.0,"Starship Troopers is a science fiction novel by Robert A. Heinlein, 1st published in abridged form as a serial in The Magazine of Fantasy & Science Fiction (10-11/59 as ""Starship Soldier"") & published hardcover in 1959.
The 1st-person narrative is about a young soldier named Juan ""Johnnie"" Rico & his exploits in the Mobile Infantry, a futuristic military unit equipped with powered armor. His military career progresses from recruit to noncommissioned officer & finally to officer against the backdrop of an interstellar war between humans & an arachnoid species known as the Bugs. Thru Rico's eyes, Heinlein examines moral & philosophical aspects of suffrage, civic virtue, the necessities of war & capital punishment & the nature of juvenile delinquency.
Starship Troopers won the Hugo Award for Best Novel in '60. The novel has attracted controversy & criticism for its social & political themes, which some critics claim promote militarism. Starship Troopers has been adapted into several films & games, with the most widely known--as well as the most controversial & criticized--being the '97 film by Paul Verhoeven.",1123.0,Starship Troopers,100,8.0,88.0,R,Sony Pictures | Stage 6 Films,"Action,Animation,Fantasy",6943.0,5.5,0
182,Around the World in Eighty Days,Jules Verne,1873,Around the World in 80 Days,2021,2020_2024,Action_Adventure,medium,"Around the World in Eighty Days (French: Le tour du monde en quatre-vingts jours) (1873), Jules Verne",Around the World in 80 Days (2021),"https://en.wikipedia.org/wiki/List_of_fiction_works_made_into_feature_films_(0%E2%80%939,_A%E2%80%93C)",3.91,102.0,3.0,,1.0,"Around the World in Eighty Days is an adventure novel from Jules Verne. In the story, Phileas Fogg attempts to go around the world in 80 days or less after a bet with his friends at the Reform club. He travels via train, elephant, ship and more in this classic adventure.",271.0,Around the World in Eighty Days,100,8.0,82.0,PG,,"Adventure,Animation,Comedy",1111.0,4.7,0
183,The Island,Peter Benchley,1979,The Island,1980,1980_1984,Action_Adventure,medium,"The Island (1979), Peter Benchley",The Island (1980),https://en.wikipedia.org/wiki/List_of_fiction_works_made_into_feature_films_(D%E2%80%93J),3.31,1225.0,63.0,240.0,0.0,"Two men and a boy, on the boat they charter to game-fishermen, are lazing away the hottest hours of a Caribbean day when they notice a cameo which appears to be adrift. They manoeuvre it alongside their boat, one of the men reaches to pull back the tarpaulin which conceals whatever it contains - and the reader receives a jolting shock which reminds him of those famous first pages of Jaws.
Thus starts one of the many mysterious marine incidents which, over the years, have been explained this way or that, and which in one small area of the Caribbean have given rise to a terrified silence. New York journalist Blair Maynard is intrigued by the variety of the explanations, but it is not until he reaches the place where silence reigns, and can see the silhouette of the island at its centre, that he begins to suspect that he is on to something truly extraordinary.
He lands on that island - the strangest island in all the West Indies, indeed in the modern world; and the adventures he undergoes on it would seem incredible were they not tied in with possibility by a brilliant use of historical fact. The events Maynard is investigating become increasingly fascinating with every perilous discovery he makes. Peter Benchley is justly celebrated for his ability to keep any reader on the edge of his chair from first to last, and this time he exercises his precious gift on a story which is both the strangest and the best he has yet conceived.",1449.0,The Island,100,6.0,114.0,R,Universal Pictures,"Action,Adventure,Drama",5113.0,5.3,0
184,The Burning Shore,Wilbur Smith,1985,Burning Shore,1991,1990_1994,Action_Adventure,medium,"The Burning Shore (1985), Wilbur Smith",Burning Shore (1991),"https://en.wikipedia.org/wiki/List_of_fiction_works_made_into_feature_films_(0%E2%80%939,_A%E2%80%93C)",4.13,182.0,5.0,,1.0,Spanning decades and continents--from the war-torn skies of Europe to present-day South Africa--The Burning Shore tells of a beautiful French woman's struggle to make a new life for herself in South Africa. From the author of The Leopard Hunts in Darkness. HC: Doubleday.,271.0,The Burning Shore,100,,,,,,,,0
185,Adventures of Huckleberry Finn,Mark Twain,1884,Tom and Huck,1995,1995_1999,Action_Adventure,medium,"Adventures of Huckleberry Finn (1884), Mark Twain",Tom and Huck (1995),"https://en.wikipedia.org/wiki/List_of_fiction_works_made_into_feature_films_(0%E2%80%939,_A%E2%80%93C)",3.8,4949.0,340.0,292.0,0.0,"Mark Twain's brilliant 19th-century novel has long been recognized as one of the finest examples of American literature. It brings back the irrepressible and free-spirited Huck, first introduced in The Adventures of Tom Sawyer, and puts him center stage. Rich in authentic dialect, folksy humor, and sharp social commentary, Twain's classic tale follows Huck and the runaway slave Jim on an exciting journey down the Mississippi.",429.0,The Adventures of Huckleberry Finn,100,12.0,97.0,PG,Netflix | Walt Disney Studios Motion Pictures | Disney+,"Adventure,Drama,Family",12412.0,5.5,0
186,Battlefield Earth,L. Ron Hubbard,1982,Battlefield Earth,2000,2000_2004,Action_Adventure,medium,"Battlefield Earth (1982), L. Ron Hubbard",Battlefield Earth (2000),"https://en.wikipedia.org/wiki/List_of_fiction_works_made_into_feature_films_(0%E2%80%939,_A%E2%80%93C)",3.49,311.0,27.0,,0.0,"THE FINAL RECKONING
1977. NASA launches the space probe Voyager 1. One of its missions: answer the question --is there intelligent life beyond our planet?
Fast-forward a thousand years. Question answered . . . by the Psychlos, an alien race who've proven just how terrifying intelligent life can be. Tracing Voyager 1 back to its origins, the Psychlos have scorched the Earth, all but wiped out the human race and stripped the planet of natural resources.
Now, in the year 3000, humankind faces total extinction. But in this post-apocalyptic world, as a new millennium arises, so too has the courageous Jonnie Goodboy Tyler. A natural-born leader, Jonnie manages to raise an army out of the remnants of humanity, knowing that against the seemingly invincible aliens, the uprising will require a daring strike on an epic scale. 
Is it the end of our world . . . or the dawn of a new one? Will the human race be an instrument of the planet's destruction . . . or the seed of its rebirth? The answers lie at the heart of Battlefield Earth --the landmark New York Times bestselling saga of intrigue and suspense, love and war, power and vision.
It's your future. Don't miss it. 
This New Special Edition contains: 
Never-before published HANDWRITTENnotes 
Fascinating author interview 
Original lyrics inspired by the novel 
And much more... ""Pulse-pounding mile-a-minute sci-fi action adventure that does not stop. It is a masterpiece of popular adventure science-fiction.""--Brandon Sanderson
""Over 1,000 pages of thrills, spills, vicious aliens and noble humans. I found it un-put-downable.""--Neil Gaiman
""The futuristic tale, featuring aliens and humans fighting for survival, comes across as compelling and believable...."" --Booklist
""Brilliant science fiction author."" --New York Daily News
""Think of the Star Wars sagas and Raiders of the Lost Ark, mix in the triumph of Rocky I, II and III and you have captured the exuberance, style and glory of Battlefield Earth.""--Baltimore Sun
""Battlefield Earth has the same exuberant pacing and action-loaded story as Star Wars.""--Roland J. Green
""A terrific story.""--Robert Heinlein",2126.0,Battlefield Earth,100,5.0,117.0,PG-13,Warner Bros. Entertainment | Netflix,"Action,Adventure,Sci-Fi",85662.0,2.5,0
187,Journey to the Center of the Earth,Jules Verne,1864,Journey to the Center of the Earth,2008,2005_2009,Action_Adventure,medium,"Journey to the Center of the Earth (French: Voyage au centre de la Terre) (1864), Jules Verne",Journey to the Center of the Earth (2008),https://en.wikipedia.org/wiki/List_of_fiction_works_made_into_feature_films_(D%E2%80%93J),3.84,232.0,7.0,,1.0,,0.0,Journey to the Center of the Earth,100,7.0,93.0,PG,Microsoft Store | Netflix | InterCom,"Action,Adventure,Family",140303.0,5.8,0
188,On Stranger Tides,Tim Powers,1987,Pirates of the Caribbean: On Stranger Tides,2011,2010_2014,Action_Adventure,medium,"On Stranger Tides (1987), Tim Powers",Pirates of the Caribbean: On Stranger Tides (2011),https://en.wikipedia.org/wiki/List_of_fiction_works_made_into_feature_films_(K%E2%80%93R),3.86,4715.0,441.0,370.0,0.0,"Aboard the Vociferous Carmichael, puppeteer John Chandagnac is sailing toward Jamaica to claim his stolen birthright from an unscrupulous uncle, when the vessel is captured . . . by pirates! Offered a choice by Captain Phil Davies to join their seafaring band or die, Chandagnac assumes the name John Shandy and a new life as a brigand. But more than swashbuckling sea battles and fabulous plunder await the novice buccaneer on the roiling Caribbean waters-for treachery and powerful vodun sorcery are coins of the realm in this dark new world. And for the love of beautiful, magically imperiled Beth Hurwood, Shandy will set sail on even stranger tides, following the savage, ghost-infested pirate king, Blackbeard, and a motley crew of the living and the dead to the cursed nightmare banks of the fabled Fountain of Youth.",824.0,On Stranger Tides,100,5.0,136.0,PG-13,Netflix | Fórum Hungary | Disney+,"Action,Adventure,Fantasy",604138.0,6.6,1
189,The Adventures of Tom Sawyer,Mark Twain,1876,Band of Robbers,2015,2015_2019,Action_Adventure,medium,"The Adventures of Tom Sawyer (1876), Mark Twain",Band of Robbers (2015),"https://en.wikipedia.org/wiki/List_of_fiction_works_made_into_feature_films_(0%E2%80%939,_A%E2%80%93C)",3.9,6679.0,99.0,212.0,0.0,"'There comes a time in every boy's life when when he has a raging desire to go somewhere and dig for hidden treasure.'
Impish, daring young Tom Sawyer is a hero to his friends and a torment to his relations. For wherever there is mischief or adventure, Tom is at the heart of it. During one hot summer, Tom witnesses a murder, runs away to be a pirate, attends his own funeral, rescues an innocent man from the gallows, searches for treasure in a haunted house, foils a devilish plot and discovers a box of gold. But can he escape his nemesis, the villainous Injun Joe?",569.0,The Adventures of Tom Sawyer,100,1.0,95.0,,Netflix,"Adventure,Comedy,Crime",4748.0,6.0,0
190,King Solomon's Mines,Sir H. Rider Haggard,1885,Allan Quatermain and the Spear of Destiny,2023,2020_2024,Action_Adventure,medium,"King Solomon's Mines (1885), Sir H. Rider Haggard",Allan Quatermain and the Spear of Destiny (2023),https://en.wikipedia.org/wiki/List_of_fiction_works_made_into_feature_films_(K%E2%80%93R),3.8,30.0,3.0,,1.0,"King Solomon's Mines tells of a search of an unexplored region of Africa by a group of adventurers led by Allan Quatermain for the missing brother of one of the party. It is the first English adventure novel set in Africa, and is considered to be the genesis of the Lost World literary genre.
Excerpt:
Then there remains the most interesting subject - that, as it is, has only been touched on incidentally - of the magnificent system of military organisation in force in that country, which, in my opinion, is much superior to that inaugurated by Chaka in Zululand, inasmuch as it permits of even more rapid mobilisation, and does not necessitate the employment of the pernicious system of forced celibacy. Lastly, I have scarcely spoken of the domestic and family customs of the Kukuanas, many of which are exceedingly quaint, or of their proficiency in the art of smelting and welding metals. This science they carry to considerable perfection, of which a good example is to be seen in their ""tollas,"" or heavy throwing knives, the backs of these weapons being made of hammered iron, and the edges of beautiful steel welded with great skill on to the iron frames. The fact of the matter is, I thought, with Sir Henry Curtis and Captain Good, that the best plan would be to tell my story in a plain, straightforward manner, and to leave these matters to be dealt with subsequently in whatever way ultimately may appear to be desirable. In the meanwhile I shall, of course, be delighted to give all information in my power to anybody interested in such things.
And now it only remains for me to offer apologies for my blunt way of writing..",1640.0,King Solomon's Mines,100,9.0,61.0,,,Adventure,192.0,2.8,0
191,The Return of the Soldier,Rebecca West,1918,The Return of the Soldier,1982,1980_1984,Action_Adventure,medium,"The Return of the Soldier (1918), Rebecca West",The Return of the Soldier (1982),https://en.wikipedia.org/wiki/List_of_fiction_works_made_into_feature_films_(K%E2%80%93R),3.7,92.0,14.0,,0.0,"Set during World War I on an isolated country estate just outside London, Rebecca West's haunting novel The Return of the Soldierfollows Chris Baldry, a shell-shocked captain suffering from amnesia, as he makes a bittersweet homecoming to the three women who have helped shape his life. Will the devoted wife he can no longer recollect, the favorite cousin he remembers only as a childhood friend, and the poor innkeeper's daughter he once courted leave Chris to languish in a safe, dreamy past--or will they help him recover his memory so that he can return to the front? The answer is revealed through a heartwrenching, unexpected sacrifice.
The text of this Modern Library Paperback Classic was set from the first American edition, published in 1918, and features original illustrations by Norman Price.",806.0,The Return of The Soldier,100,1.0,99.0,,20th Century Studios,Drama,774.0,6.7,0
192,The Night of the Hunter,Davis Grubb,1953,Night of the Hunter,1991,1990_1994,Action_Adventure,medium,"The Night of the Hunter (1953), Davis Grubb",Night of the Hunter (1991),https://en.wikipedia.org/wiki/List_of_fiction_works_made_into_feature_films_(K%E2%80%93R),4.18,16.0,5.0,,0.0,"The story concerns an ex-convict Harry Powell who misrepresents himself as a prison chaplain upon his release from prison. Acting on a story told to him by his now-dead cellmate, ""Reverend"" Powell cons the cellmate's widow into marrying him in hopes that her children will tell him where their father hid the money from his last robbery. After killing their mother, Willa Harper, he embarks on a hunt for the children, who have sensed his evil and are running from him.
Grubb explores the presentation of the American South during the Great Depression. He uses tropes of the Southern Gothic genre to explore issues such as social corruption and instability. The figure of the Preacher is a symbol of the corruptive social force of religion in the American South, while the disruption of the family unit emphasises the broken sense of Southern identity after the War.",866.0,The Night of the Hunter,100,5.0,,,,,,,0
193,An Awfully Big Adventure,Beryl Bainbridge,1989,An Awfully Big Adventure,1995,1995_1999,Action_Adventure,medium,"An Awfully Big Adventure (1989), Beryl Bainbridge",An Awfully Big Adventure (1995),"https://en.wikipedia.org/wiki/List_of_fiction_works_made_into_feature_films_(0%E2%80%939,_A%E2%80%93C)",3.64,22.0,4.0,,0.0,"This provocative and compelling novel by one of Britian's leading writers tells the darkly humorous tale of Stella, a star-struck, teenaged actress caught in the backstage intrigue of a 1950s Liverpool theater repertory company. Stella romances the director of a production of Peter Pan with consequences that would be uproariously funny if they were not so dire. The play becomes a metaphor for the darker side of youth as Stella is drawn into very adult mayhem.",463.0,An Awfully Big Adventure,100,5.0,112.0,R,Netflix | Fine Line Features,"Comedy,Drama,Romance",3222.0,5.8,0
194,Buffalo Soldiers,Robert O'Connor,1993,Buffalo Soldiers,2003,2000_2004,Action_Adventure,medium,"Buffalo Soldiers (1993), Robert O'Connor",Buffalo Soldiers (2003),"https://en.wikipedia.org/wiki/List_of_fiction_works_made_into_feature_films_(0%E2%80%939,_A%E2%80%93C)",3.8,192.0,15.0,336.0,0.0,"Set on a luxuriously appointed and hopelessly corrupt Army base in Mannheim, Germany, where the soldiers prefer real-life race riots to mock combat, Robert O'Connor's viciously funny novel is conclusive proof that peace is hell and the U.S. Army is its ninth circle.
In that hell, Specialist Ray Elwood is the ultimate survivor: a high-stakes drug dealer, bureaucratic con artist, and shrewd collector of other people's secrets. Elwood is contemplating cleaning up his act, although doing so will require one last, epic heroin deal. But of course it's then that his life will careen totally out of control. With its impeccably rendered cast of sycophants, drug burn-outs, and uniformed sociopaths, Buffalo Soldiersgive us a scabrous, haunting vision of a military idled by the New World Order--and at all-out war with itself.",825.0,Buffalo Soldiers,100,10.0,,R,Miramax | Netflix,,,,0
195,Sahara,Clive Cussler,1992,Sahara,2005,2005_2009,Action_Adventure,medium,"Sahara (1992), Clive Cussler",Sahara (2005),https://en.wikipedia.org/wiki/List_of_fiction_works_made_into_feature_films_(S%E2%80%93Z),3.95,134.0,10.0,656.0,1.0,"Deep in the African desert, Pitt discovers that a top science installation is leaking a lethal chemical into the rivers, threatening to kill thousands of people - and to destroy all life in the world. To warn the world of catastrophe, he must escape capture and death and undertake a long journey across the Sahara.",315.0,Sahara,100,4.0,124.0,PG-13,Paramount Pictures | Netflix | Xfinity Streampix,"Action,Adventure,Comedy",108897.0,6.1,0
